epoch_idx	accuracy	precision	recall	f1
1.0	0.5	0.0	0.0	0.0
2.0	0.5	0.0	0.0	0.0
3.0	0.5	0.0	0.0	0.0
4.0	0.5	0.0	0.0	0.0
5.0	0.5113798008534851	0.9444444444444444	0.02418207681365576	0.047156726768377254
6.0	0.6557610241820768	0.8454258675078864	0.3812233285917496	0.5254901960784314
7.0	0.7617354196301565	0.8420074349442379	0.6443812233285917	0.7300564061240934
8.0	0.7994310099573257	0.8514190317195326	0.7254623044096729	0.7834101382488479
9.0	0.7923186344238976	0.8419301164725458	0.7197724039829303	0.7760736196319018
10.0	0.8093883357041252	0.8436018957345972	0.7596017069701281	0.7994011976047903
11.0	0.8271692745376956	0.8495440729483282	0.7951635846372689	0.8214548126377663
12.0	0.8477951635846372	0.8600883652430045	0.8307254623044097	0.845151953690304
13.0	0.8499288762446657	0.863905325443787	0.8307254623044097	0.8469905728788979
14.0	0.8655761024182077	0.8692528735632183	0.8605974395448079	0.8649035025017869
15.0	0.871977240398293	0.8709219858156029	0.8733997155049786	0.8721590909090909
16.0	0.8741109530583214	0.8693820224719101	0.8805120910384068	0.8749116607773851
17.0	0.8762446657183499	0.8741159830268741	0.8790896159317212	0.8765957446808511
18.0	0.8762446657183499	0.875177304964539	0.8776671408250356	0.8764204545454546
19.0	0.8762446657183499	0.875177304964539	0.8776671408250356	0.8764204545454546
20.0	0.8748221906116643	0.8758915834522111	0.8733997155049786	0.8746438746438747
21.0	0.8790896159317212	0.8801711840228246	0.8776671408250356	0.878917378917379
22.0	0.8819345661450925	0.8797736916548797	0.8847795163584637	0.8822695035460992
23.0	0.8812233285917497	0.8774647887323944	0.8862019914651493	0.8818117480537864
24.0	0.8862019914651493	0.884016973125884	0.8890469416785206	0.8865248226950354
25.0	0.8847795163584637	0.8804500703234881	0.8904694167852063	0.8854314002828855
26.0	0.8847795163584637	0.8804500703234881	0.8904694167852063	0.8854314002828855
27.0	0.8847795163584637	0.8815232722143864	0.8890469416785206	0.8852691218130311
28.0	0.8869132290184921	0.8820224719101124	0.8933143669985776	0.8876325088339223
29.0	0.8911806543385491	0.8862359550561798	0.8975817923186344	0.8918727915194345
30.0	0.8968705547652916	0.8929577464788733	0.9018492176386913	0.897381457891012
31.0	0.8961593172119487	0.8928067700987306	0.9004267425320057	0.896600566572238
32.0	0.9004267425320057	0.8959212376933896	0.9061166429587483	0.900990099009901
33.0	0.8982930298719772	0.8932584269662921	0.9046941678520626	0.898939929328622
34.0	0.9004267425320057	0.8948106591865358	0.9075391180654339	0.9011299435028248
35.0	0.9004267425320057	0.8981612446958982	0.903271692745377	0.9007092198581561
36.0	0.8961593172119487	0.8950354609929078	0.8975817923186344	0.8963068181818181
37.0	0.8947368421052632	0.8936170212765957	0.8961593172119487	0.8948863636363635
38.0	0.895448079658606	0.8948863636363636	0.8961593172119487	0.8955223880597014
39.0	0.8968705547652916	0.8974358974358975	0.8961593172119487	0.896797153024911
40.0	0.903271692745377	0.9044222539229672	0.9018492176386913	0.9031339031339032
41.0	0.9061166429587483	0.9061166429587483	0.9061166429587483	0.9061166429587484
42.0	0.9039829302987198	0.9011299435028248	0.9075391180654339	0.9043231750531538
43.0	0.9061166429587483	0.9049645390070922	0.9075391180654339	0.9062499999999999
44.0	0.9096728307254623	0.9079320113314447	0.9118065433854907	0.9098651525904896
45.0	0.9082503556187767	0.9076704545454546	0.9089615931721194	0.9083155650319829
46.0	0.9096728307254623	0.9079320113314447	0.9118065433854907	0.9098651525904896
47.0	0.9110953058321479	0.9105113636363636	0.9118065433854907	0.9111584932480454
48.0	0.9153627311522048	0.9112676056338028	0.9203413940256046	0.9157820240622789
49.0	0.9174964438122333	0.9151343705799151	0.9203413940256046	0.9177304964539008
50.0	0.9203413940256046	0.9191489361702128	0.9217638691322901	0.9204545454545455
51.0	0.9246088193456614	0.9222065063649222	0.9274537695590327	0.924822695035461
52.0	0.922475106685633	0.9206798866855525	0.9246088193456614	0.9226401703335698
53.0	0.922475106685633	0.9183098591549296	0.9274537695590327	0.9228591648973815
54.0	0.9238975817923186	0.9197183098591549	0.9288762446657184	0.924274593064402
55.0	0.9281650071123755	0.922752808988764	0.9345661450924608	0.9286219081272084
56.0	0.9288762446657184	0.9205020920502092	0.9388335704125178	0.9295774647887324
57.0	0.9345661450924608	0.9272727272727272	0.9431009957325747	0.9351198871650211
58.0	0.9366998577524893	0.9311797752808989	0.9431009957325747	0.9371024734982332
59.0	0.9366998577524893	0.9311797752808989	0.9431009957325747	0.9371024734982332
60.0	0.9395448079658606	0.9315642458100558	0.9487908961593172	0.9400986610288936
61.0	0.9431009957325747	0.933240611961057	0.9544807965860598	0.9437412095639943
62.0	0.9544807965860598	0.9531914893617022	0.9559032716927454	0.9545454545454545
63.0	0.9466571834992887	0.9460227272727273	0.9473684210526315	0.9466950959488272
64.0	0.9409672830725462	0.9390934844192634	0.9431009957325747	0.9410929737402414
65.0	0.9480796586059744	0.9525862068965517	0.9431009957325747	0.9478198713366689
66.0	0.9459459459459459	0.9484978540772532	0.9431009957325747	0.9457917261055634
67.0	0.9473684210526315	0.94109396914446	0.9544807965860598	0.9477401129943502
68.0	0.94950213371266	0.9413407821229051	0.9587482219061166	0.9499647639182524
69.0	0.94950213371266	0.9413407821229051	0.9587482219061166	0.9499647639182524
70.0	0.957325746799431	0.9547383309759547	0.9601706970128022	0.9574468085106383
71.0	0.9637268847795164	0.9553072625698324	0.972972972972973	0.9640591966173362
72.0	0.9672830725462305	0.9620253164556962	0.972972972972973	0.9674681753889675
73.0	0.9672830725462305	0.9607293127629734	0.9743954480796586	0.9675141242937852
74.0	0.968705547652916	0.9634317862165963	0.9743954480796586	0.9688826025459689
75.0	0.9708392603129445	0.9675141242937854	0.9743954480796586	0.9709425939050318
76.0	0.9736842105263158	0.9703389830508474	0.9772403982930299	0.9737774627923459
77.0	0.9743954480796586	0.9703808180535967	0.9786628733997155	0.9745042492917847
78.0	0.9765291607396871	0.9705056179775281	0.9829302987197724	0.976678445229682
79.0	0.9793741109530584	0.9746478873239437	0.984352773826458	0.9794762915782025
80.0	0.9836415362731152	0.9748603351955307	0.9928876244665719	0.9837914023960536
81.0	0.9850640113798008	0.9762569832402235	0.9943100995732574	0.9852008456659619
82.0	0.9836415362731152	0.9735376044568245	0.9943100995732574	0.9838142153413089
83.0	0.9871977240398293	0.9790209790209791	0.9957325746799431	0.9873060648801129
84.0	0.9943100995732574	0.9929078014184397	0.9957325746799431	0.9943181818181819
85.0	0.9950213371266002	0.9943181818181818	0.9957325746799431	0.9950248756218906
86.0	0.9935988620199147	0.9901129943502824	0.9971550497866287	0.9936215450035435
87.0	0.9907539118065434	0.9859154929577465	0.9957325746799431	0.9907997169143666
88.0	0.9957325746799431	0.9957325746799431	0.9957325746799431	0.9957325746799431
89.0	0.9957325746799431	0.9957325746799431	0.9957325746799431	0.9957325746799431
90.0	0.9957325746799431	0.9957325746799431	0.9957325746799431	0.9957325746799431
91.0	0.9964438122332859	0.9957386363636364	0.9971550497866287	0.9964463397299218
92.0	0.9964438122332859	0.9957386363636364	0.9971550497866287	0.9964463397299218
93.0	0.9964438122332859	0.9957386363636364	0.9971550497866287	0.9964463397299218
94.0	0.9964438122332859	0.9957386363636364	0.9971550497866287	0.9964463397299218
95.0	0.9971550497866287	0.9971550497866287	0.9971550497866287	0.9971550497866287
96.0	0.9964438122332859	0.9957386363636364	0.9971550497866287	0.9964463397299218
97.0	0.9964438122332859	0.9957386363636364	0.9971550497866287	0.9964463397299218
98.0	0.9964438122332859	0.9957386363636364	0.9971550497866287	0.9964463397299218
99.0	0.9964438122332859	0.9957386363636364	0.9971550497866287	0.9964463397299218
100.0	0.9971550497866287	0.9971550497866287	0.9971550497866287	0.9971550497866287
